Label (Grouping),Total:,Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,total_pop_x,total_white_x,total_black_x,total_asian_x,total_other_x,total_hispanic_x,white_pct,black_pct,asian_pct,other_pct,hispanic_pct,near_hblr_x,near_path_x,tract_num,total_pop_y,total_white_y,total_black_y,total_asian_y,total_hispanic_y,total_other_y,near_hblr_y,near_path_y,total_white_pct,total_black_pct,total_asian_pct,total_hispanic_pct,total_other_pct,median_house_2020,median_income_2020,median_rent_2020,census_tract_x,median_house_2010,census_tract_y,Households,median_income_2010,census_tract,median_rent_2010,train_access,white_pct_change,black_pct_change,asian_pct_change,hispanic_pct_change,other_pct_change
"Census Tract 102, Hudson County, New Jersey","3,151",760,"1,815",225,1,265,3,31,51,3151.0,1815.0,225.0,265.0,31.0,760.0,57.60076166296414,7.140590288797208,8.410028562361155,0.9838146620120596,24.11932719771501,True,False,102.0,3477.0,1627.0,334.0,349.0,995.0,52.0,True,False,46.793212539545586,9.605982168536094,10.03738855335059,28.616623526028185,1.4955421340235837,427000.0,88370.0,1361.0,"Census Tract 102, Hudson County, New Jersey!!Estimate",328300.0,"Census Tract 102, Hudson County, New Jersey!!Median income (dollars)!!Estimate","54,020",54020.0,"Census Tract 102, Hudson County, New Jersey!!Total population!!Estimate",1022.0,hblr_only,-10.807549123418553,2.4653918797388865,1.6273599909894347,4.497296328313176,0.5117274720115241
"Census Tract 103, Hudson County, New Jersey","2,774",746,"1,493",279,3,209,1,10,33,2774.0,1493.0,279.0,209.0,10.0,746.0,53.82119682768566,10.057678442682048,7.534246575342466,0.3604902667627974,26.892573900504686,True,False,103.0,3131.0,1346.0,278.0,273.0,1070.0,28.0,True,False,42.98946023634622,8.87895241137017,8.71925902267646,34.174385180453534,0.8942829766847652,351000.0,61035.0,1223.0,"Census Tract 103, Hudson County, New Jersey!!Estimate",363000.0,"Census Tract 103, Hudson County, New Jersey!!Median income (dollars)!!Estimate","43,101",43101.0,"Census Tract 103, Hudson County, New Jersey!!Total population!!Estimate",916.0,hblr_only,-10.831736591339443,-1.1787260313118786,1.1850124473339951,7.2818112799488475,0.5337927099219678
"Census Tract 104, Hudson County, New Jersey","3,780",865,"2,216",276,1,345,1,9,67,3780.0,2216.0,276.0,345.0,9.0,865.0,58.62433862433862,7.301587301587302,9.126984126984128,0.2380952380952381,22.883597883597883,True,False,104.0,5008.0,1954.0,494.0,1070.0,1303.0,36.0,True,False,39.01757188498402,9.864217252396166,21.365814696485625,26.01837060702875,0.7188498402555911,368900.0,82292.0,1720.0,"Census Tract 104, Hudson County, New Jersey!!Estimate",365600.0,"Census Tract 104, Hudson County, New Jersey!!Median income (dollars)!!Estimate","68,368",68368.0,"Census Tract 104, Hudson County, New Jersey!!Total population!!Estimate",1008.0,hblr_only,-19.606766739354597,2.562629950808864,12.238830569501497,3.134772723430867,0.48075460216035293
"Census Tract 105, Hudson County, New Jersey","5,208","1,048","3,315",281,7,466,1,20,70,5208.0,3315.0,281.0,466.0,20.0,1048.0,63.6520737327189,5.395545314900153,8.947772657450077,0.3840245775729646,20.12288786482335,False,False,105.0,5712.0,2999.0,456.0,610.0,1451.0,55.0,False,False,52.503501400560225,7.9831932773109235,10.679271708683473,25.402661064425768,0.9628851540616247,360300.0,95990.0,1503.0,"Census Tract 105, Hudson County, New Jersey!!Estimate",373700.0,"Census Tract 105, Hudson County, New Jersey!!Median income (dollars)!!Estimate","57,255",57255.0,"Census Tract 105, Hudson County, New Jersey!!Total population!!Estimate",956.0,near_neither,-11.148572332158672,2.58764796241077,1.7314990512333956,5.279773199602417,0.5788605764886601
"Census Tract 106, Hudson County, New Jersey","6,544","1,661","3,797",339,7,595,0,29,116,6544.0,3797.0,339.0,595.0,29.0,1661.0,58.02261613691931,5.180317848410758,9.092298288508555,0.4431540342298288,25.3820293398533,False,False,106.0,7288.0,3546.0,550.0,638.0,2287.0,57.0,False,False,48.655323819978044,7.546652030735455,8.754116355653128,31.380351262349066,0.7821075740944018,319992.7814569537,48930.44701986755,884.4543046357616,"Census Tract 106, Hudson County, New Jersey!!Estimate",351000.0,"Census Tract 106, Hudson County, New Jersey!!Median income (dollars)!!Estimate","44,093",44093.0,"Census Tract 106, Hudson County, New Jersey!!Total population!!Estimate",857.0,near_neither,-9.367292316941267,2.366334182324697,-0.3381819328554272,5.998321922495766,0.338953539864573
"Census Tract 107, Hudson County, New Jersey","3,693 (r46425)","1,100","1,948",295,8,268,2,9,63,3693.0,1948.0,295.0,268.0,9.0,1100.0,52.74844300027078,7.988085567289467,7.256972650961278,0.2437043054427295,29.786081776333607,True,False,107.0,4054.0,1819.0,330.0,332.0,1403.0,29.0,True,False,44.86926492353231,8.140108534780465,8.189442525900345,34.60779477059694,0.7153428712382831,372209.17085427133,61833.67336683417,1181.7751256281408,"Census Tract 107, Hudson County, New Jersey!!Estimate",348000.0,"Census Tract 107, Hudson County, New Jersey!!Median income (dollars)!!Estimate","35,984",35984.0,"Census Tract 107, Hudson County, New Jersey!!Total population!!Estimate",959.0,hblr_only,-7.879178076738469,0.15202296749099808,0.9324698749390672,4.821712994263333,0.47163856579555363
"Census Tract 108, Hudson County, New Jersey","3,143",907,"1,720",163,3,287,1,7,55,3143.0,1720.0,163.0,287.0,7.0,907.0,54.72478523703468,5.186127903277124,9.131403118040089,0.2227171492204899,28.85777919185492,False,False,108.0,3688.0,1492.0,274.0,398.0,1373.0,32.0,False,False,40.455531453362255,7.429501084598698,10.79175704989154,37.22885032537961,0.8676789587852495,332900.0,80662.0,1611.0,"Census Tract 108, Hudson County, New Jersey!!Estimate",362300.0,"Census Tract 108, Hudson County, New Jersey!!Median income (dollars)!!Estimate","80,156",80156.0,"Census Tract 108, Hudson County, New Jersey!!Total population!!Estimate",1011.0,near_neither,-14.269253783672426,2.243373181321574,1.6603539318514517,8.37107113352469,0.6449618095647596
"Census Tract 109, Hudson County, New Jersey","2,144",569,"1,158",213,2,150,0,12,40,2144.0,1158.0,213.0,150.0,12.0,569.0,54.01119402985075,9.934701492537314,6.996268656716417,0.5597014925373134,26.53917910447761,True,False,109.0,2700.0,1186.0,342.0,268.0,777.0,32.0,True,False,43.925925925925924,12.666666666666668,9.925925925925926,28.77777777777778,1.1851851851851851,395300.0,45795.0,1069.0,"Census Tract 109, Hudson County, New Jersey!!Estimate",368800.0,"Census Tract 109, Hudson County, New Jersey!!Median income (dollars)!!Estimate","24,911",24911.0,"Census Tract 109, Hudson County, New Jersey!!Total population!!Estimate",803.0,hblr_only,-10.085268103924825,2.7319651741293534,2.9296572692095086,2.2385986733001673,0.6254836926478717
"Census Tract 110, Hudson County, New Jersey","2,287",851,831,303,5,223,0,26,48,2287.0,831.0,303.0,223.0,26.0,851.0,36.335811106252734,13.24879755137735,9.75076519457805,1.1368605159597729,37.21031919545256,True,False,110.0,2543.0,854.0,409.0,337.0,848.0,28.0,True,False,33.58238301219033,16.08336610302792,13.252064490758947,33.34644121116791,1.1010617381046008,366500.0,61341.0,1342.0,"Census Tract 110, Hudson County, New Jersey!!Estimate",289500.0,"Census Tract 110, Hudson County, New Jersey!!Median income (dollars)!!Estimate","49,618",49618.0,"Census Tract 110, Hudson County, New Jersey!!Total population!!Estimate",1080.0,hblr_only,-2.753428094062407,2.8345685516505696,3.501299296180898,-3.863877984284656,-0.03579877785517205
"Census Tract 111, Hudson County, New Jersey","4,593","1,667","1,939",492,10,346,0,19,120,4593.0,1939.0,492.0,346.0,19.0,1667.0,42.21641628565208,10.711952971913782,7.533202699760505,0.4136729806226867,36.29436098410625,False,False,111.0,4715.0,1752.0,622.0,277.0,1887.0,44.0,False,False,37.158006362672324,13.191940615058325,5.874867444326617,40.021208907741254,0.9331919406150583,320300.0,52602.0,1346.0,"Census Tract 111, Hudson County, New Jersey!!Estimate",372900.0,"Census Tract 111, Hudson County, New Jersey!!Median income (dollars)!!Estimate","45,372",45372.0,"Census Tract 111, Hudson County, New Jersey!!Total population!!Estimate",1115.0,near_neither,-5.058409922979756,2.4799876431445433,-1.6583352554338875,3.726847923635006,0.5195189599923715
"Census Tract 112, Hudson County, New Jersey","6,432","1,311","4,381",255,4,341,0,24,116,6432.0,4381.0,255.0,341.0,24.0,1311.0,68.11256218905473,3.9645522388059695,5.301616915422885,0.3731343283582089,20.38246268656717,True,False,112.0,7398.0,4107.0,532.0,579.0,1940.0,63.0,True,False,55.515004055150044,7.191132738577995,7.826439578264396,26.22330359556637,0.851581508515815,379900.0,93750.0,1499.0,"Census Tract 112, Hudson County, New Jersey!!Estimate",412600.0,"Census Tract 112, Hudson County, New Jersey!!Median income (dollars)!!Estimate","74,375",74375.0,"Census Tract 112, Hudson County, New Jersey!!Total population!!Estimate",1127.0,hblr_only,-12.597558133904684,3.2265804997720253,2.524822662841511,5.840840908999201,0.4784471801576061
"Census Tract 113, Hudson County, New Jersey","2,920",858,"1,613",235,3,167,0,4,40,2920.0,1613.0,235.0,167.0,4.0,858.0,55.23972602739726,8.047945205479452,5.719178082191781,0.136986301369863,29.383561643835616,True,False,113.0,3238.0,1353.0,336.0,232.0,1201.0,39.0,True,False,41.785052501544165,10.376775787523162,7.164916615194565,37.09079678814083,1.2044471896232243,280600.0,62557.0,1210.0,"Census Tract 113, Hudson County, New Jersey!!Estimate",297800.0,"Census Tract 113, Hudson County, New Jersey!!Median income (dollars)!!Estimate","50,357",50357.0,"Census Tract 113, Hudson County, New Jersey!!Total population!!Estimate",934.0,hblr_only,-13.454673525853096,2.328830582043709,1.4457385330027845,7.707235144305212,1.0674608882533612
"Census Tract 114, Hudson County, New Jersey","3,388",690,"2,331",172,1,150,0,3,41,3388.0,2331.0,172.0,150.0,3.0,690.0,68.80165289256198,5.076741440377805,4.427390791027155,0.0885478158205431,20.365997638724917,True,False,114.0,3863.0,1980.0,375.0,237.0,1164.0,15.0,True,False,51.25550090603158,9.707481232202952,6.135128138752266,30.13202174475796,0.38829924928811804,322900.0,83103.0,1247.0,"Census Tract 114, Hudson County, New Jersey!!Estimate",340500.0,"Census Tract 114, Hudson County, New Jersey!!Median income (dollars)!!Estimate","63,701",63701.0,"Census Tract 114, Hudson County, New Jersey!!Total population!!Estimate",1009.0,hblr_only,-17.546151986530397,4.630739791825147,1.7077373477251108,9.766024106033043,0.29975143346757493
"Census Tract 115, Hudson County, New Jersey","3,173",692,"2,228",93,3,121,0,4,32,3173.0,2228.0,93.0,121.0,4.0,692.0,70.2174598172077,2.930980144973212,3.8134257800189095,0.1260636621493854,21.80901355184368,True,False,115.0,3429.0,1911.0,217.0,186.0,988.0,23.0,True,False,55.730533683289586,6.328375619714202,5.42432195975503,28.813065033537477,0.6707494896471274,364900.0,70673.0,1225.0,"Census Tract 115, Hudson County, New Jersey!!Estimate",391200.0,"Census Tract 115, Hudson County, New Jersey!!Median income (dollars)!!Estimate","65,781",65781.0,"Census Tract 115, Hudson County, New Jersey!!Total population!!Estimate",982.0,hblr_only,-14.48692613391811,3.39739547474099,1.6108961797361205,7.004051481693796,0.544685827497742
"Census Tract 116, Hudson County, New Jersey","4,180","1,055","2,216",662,4,159,0,5,79,4180.0,2216.0,662.0,159.0,5.0,1055.0,53.014354066985646,15.83732057416268,3.803827751196173,0.1196172248803827,25.239234449760765,False,False,116.0,4747.0,2198.0,749.0,203.0,1416.0,35.0,False,False,46.30292816515694,15.778386349273225,4.276385085317043,29.829365915314938,0.7373077733305246,344500.0,39486.0,830.0,"Census Tract 116, Hudson County, New Jersey!!Estimate",349400.0,"Census Tract 116, Hudson County, New Jersey!!Median income (dollars)!!Estimate","47,021",47021.0,"Census Tract 116, Hudson County, New Jersey!!Total population!!Estimate",786.0,near_neither,-6.711425901828704,-0.05893422488945532,0.47255733412086975,4.5901314655541725,0.6176905484501418
"Census Tract 123, Hudson County, New Jersey","2,206",717,"1,214",51,4,148,0,25,47,2206.0,1214.0,51.0,148.0,25.0,717.0,55.031731640979146,2.3118766999093383,6.708975521305531,1.1332728921124209,32.502266545784224,False,False,123.0,2250.0,860.0,48.0,119.0,1042.0,55.0,False,False,38.22222222222222,2.1333333333333333,5.288888888888889,46.31111111111111,2.4444444444444446,355600.0,78750.0,1191.0,"Census Tract 123, Hudson County, New Jersey!!Estimate",368200.0,"Census Tract 123, Hudson County, New Jersey!!Median income (dollars)!!Estimate","50,890",50890.0,"Census Tract 123, Hudson County, New Jersey!!Total population!!Estimate",978.0,near_neither,-16.809509418756925,-0.178543366576005,-1.4200866324166421,13.808844565326886,1.3111715523320238
"Census Tract 124, Hudson County, New Jersey","3,191",734,"2,287",29,0,103,1,16,21,3191.0,2287.0,29.0,103.0,16.0,734.0,71.6703227828267,0.9088060169225948,3.22782826700094,0.5014102162331557,23.00219366969602,False,False,124.0,3230.0,1873.0,35.0,171.0,1000.0,43.0,False,False,57.987616099071204,1.08359133126935,5.294117647058823,30.959752321981426,1.3312693498452013,381800.0,80648.0,1222.0,"Census Tract 124, Hudson County, New Jersey!!Estimate",444300.0,"Census Tract 124, Hudson County, New Jersey!!Median income (dollars)!!Estimate","100,078",100078.0,"Census Tract 124, Hudson County, New Jersey!!Total population!!Estimate",1124.0,near_neither,-13.682706683755498,0.17478531434675515,2.066289380057883,7.957558652285407,0.8298591336120456
"Census Tract 125, Hudson County, New Jersey","3,754","1,080","2,382",50,7,160,0,27,48,3754.0,2382.0,50.0,160.0,27.0,1080.0,63.45231752797017,1.3319126265316994,4.262120404901439,0.7192328183271177,28.76931273308471,False,False,125.0,3900.0,1900.0,52.0,179.0,1470.0,64.0,False,False,48.717948717948715,1.3333333333333335,4.589743589743589,37.69230769230769,1.641025641025641,436200.0,94197.0,1210.0,"Census Tract 125, Hudson County, New Jersey!!Estimate",392100.0,"Census Tract 125, Hudson County, New Jersey!!Median income (dollars)!!Estimate","80,938",80938.0,"Census Tract 125, Hudson County, New Jersey!!Total population!!Estimate",1042.0,near_neither,-14.734368810021458,0.0014207068016340862,0.32762318484215047,8.922994959222983,0.9217928226985233
"Census Tract 126, Hudson County, New Jersey","3,472","1,230","1,909",60,3,142,0,57,71,3472.0,1909.0,60.0,142.0,57.0,1230.0,54.98271889400922,1.7281105990783412,4.089861751152074,1.6417050691244237,35.426267281105986,False,False,126.0,3846.0,1566.0,58.0,153.0,1729.0,127.0,False,False,40.71762870514821,1.5080603224128966,3.978159126365054,44.95579823192928,3.3021320852834117,348600.0,91492.0,1365.0,"Census Tract 126, Hudson County, New Jersey!!Estimate",324100.0,"Census Tract 126, Hudson County, New Jersey!!Median income (dollars)!!Estimate","63,848",63848.0,"Census Tract 126, Hudson County, New Jersey!!Total population!!Estimate",1019.0,near_neither,-14.26509018886101,-0.22005027666544463,-0.11170262478701964,9.529530950823293,1.660427016158988
"Census Tract 127, Hudson County, New Jersey","7,186","2,586","3,049","1,203",6,162,18,67,95,7186.0,3049.0,1203.0,162.0,67.0,2586.0,42.42972446423601,16.740885054272194,2.2543835235179515,0.9323684942944616,35.986640690231006,False,False,127.0,6009.0,2299.0,492.0,230.0,2533.0,167.0,False,False,38.259277750041605,8.187718422366451,3.8275919454152105,42.15343651189882,2.779164586453653,326500.0,75863.0,1293.0,"Census Tract 127, Hudson County, New Jersey!!Estimate",331700.0,"Census Tract 127, Hudson County, New Jersey!!Median income (dollars)!!Estimate","60,710",60710.0,"Census Tract 127, Hudson County, New Jersey!!Total population!!Estimate",1196.0,near_neither,-4.170446714194405,-8.553166631905743,1.573208421897259,6.166795821667812,1.8467960921591913
"Census Tract 128, Hudson County, New Jersey","4,118","1,611","2,139",63,4,140,0,107,54,4118.0,2139.0,63.0,140.0,107.0,1611.0,51.94269062651773,1.52986886838271,3.3997085964060223,2.59834871296746,39.12093249150072,False,False,128.0,4829.0,1497.0,123.0,329.0,2397.0,178.0,False,False,31.000207082211638,2.5471112031476495,6.813004762890867,49.63760612963347,3.686063367156761,346600.0,61875.0,1479.0,"Census Tract 128, Hudson County, New Jersey!!Estimate",335500.0,"Census Tract 128, Hudson County, New Jersey!!Median income (dollars)!!Estimate","52,317",52317.0,"Census Tract 128, Hudson County, New Jersey!!Total population!!Estimate",1256.0,near_neither,-20.942483544306093,1.0172423347649395,3.413296166484845,10.516673638132751,1.087714654189301
"Census Tract 129, Hudson County, New Jersey","3,919","1,779","1,812",59,9,147,0,79,34,3919.0,1812.0,59.0,147.0,79.0,1779.0,46.23628476652208,1.5054860933911711,3.7509568767542736,2.015820362337331,45.39423322276091,False,False,129.0,4062.0,1121.0,91.0,137.0,2371.0,135.0,False,False,27.5972427375677,2.24027572624323,3.3727227966518956,58.37026095519449,3.323485967503693,366000.0,72628.0,1440.0,"Census Tract 129, Hudson County, New Jersey!!Estimate",344200.0,"Census Tract 129, Hudson County, New Jersey!!Median income (dollars)!!Estimate","56,012",56012.0,"Census Tract 129, Hudson County, New Jersey!!Total population!!Estimate",1075.0,near_neither,-18.639042028954382,0.7347896328520589,-0.378234080102378,12.976027732433579,1.307665605166362
"Census Tract 130, Hudson County, New Jersey","3,393","1,916","1,200",45,2,143,2,33,52,3393.0,1200.0,45.0,143.0,33.0,1916.0,35.36693191865606,1.326259946949602,4.21455938697318,0.9725906277630416,56.46920129678751,False,False,130.0,3665.0,765.0,59.0,143.0,2377.0,160.0,False,False,20.8731241473397,1.6098226466575716,3.901773533424284,64.85675306957708,4.365620736698499,304100.0,63051.0,1318.0,"Census Tract 130, Hudson County, New Jersey!!Estimate",387000.0,"Census Tract 130, Hudson County, New Jersey!!Median income (dollars)!!Estimate","44,706",44706.0,"Census Tract 130, Hudson County, New Jersey!!Total population!!Estimate",1071.0,near_neither,-14.493807771316359,0.28356269970796966,-0.3127858535488963,8.387551772789571,3.3930301089354575
"Census Tract 131, Hudson County, New Jersey","2,043",923,940,33,1,83,0,31,32,2043.0,940.0,33.0,83.0,31.0,923.0,46.01076847772883,1.6152716593245229,4.062652961331375,1.5173764072442486,45.1786588350465,False,False,131.0,2178.0,754.0,28.0,56.0,1150.0,72.0,False,False,34.61891643709826,1.285583103764922,2.571166207529844,52.80073461891644,3.3057851239669422,336500.0,55688.0,1275.0,"Census Tract 131, Hudson County, New Jersey!!Estimate",373800.0,"Census Tract 131, Hudson County, New Jersey!!Median income (dollars)!!Estimate","57,917",57917.0,"Census Tract 131, Hudson County, New Jersey!!Total population!!Estimate",1071.0,near_neither,-11.391852040630575,-0.32968855555960097,-1.4914867538015315,7.6220757838699384,1.7884087167226936
"Census Tract 132, Hudson County, New Jersey","4,201","2,322","1,493",64,6,211,1,51,53,4201.0,1493.0,64.0,211.0,51.0,2322.0,35.53915734348965,1.5234467983813378,5.022613663413473,1.2139966674601286,55.27255415377292,False,False,132.0,4265.0,1100.0,125.0,183.0,2537.0,168.0,False,False,25.791324736225086,2.9308323563892147,4.2907385697538105,59.48417350527549,3.939038686987104,354900.0,72928.0,1429.0,"Census Tract 132, Hudson County, New Jersey!!Estimate",339700.0,"Census Tract 132, Hudson County, New Jersey!!Median income (dollars)!!Estimate","46,048",46048.0,"Census Tract 132, Hudson County, New Jersey!!Total population!!Estimate",1189.0,near_neither,-9.747832607264563,1.407385558007877,-0.7318750936596627,4.21161935150257,2.725042019526976
"Census Tract 133, Hudson County, New Jersey","3,201","1,355","1,391",64,1,307,0,30,53,3201.0,1391.0,64.0,307.0,30.0,1355.0,43.455170259293965,1.999375195251484,9.590752889721962,0.937207122774133,42.33052171196501,False,False,133.0,3765.0,1154.0,135.0,334.0,1859.0,116.0,False,False,30.650730411686588,3.5856573705179287,8.871181938911024,49.375830013280215,3.0810092961487383,329500.0,76641.0,1300.0,"Census Tract 133, Hudson County, New Jersey!!Estimate",421000.0,"Census Tract 133, Hudson County, New Jersey!!Median income (dollars)!!Estimate","56,033",56033.0,"Census Tract 133, Hudson County, New Jersey!!Total population!!Estimate",1016.0,near_neither,-12.804439847607377,1.5862821752664447,-0.7195709508109385,7.0453083013152025,2.1438021733746053
"Census Tract 134, Hudson County, New Jersey","2,406","1,477",668,17,2,188,0,30,24,2406.0,668.0,17.0,188.0,30.0,1477.0,27.763923524522028,0.7065669160432253,7.813798836242726,1.2468827930174564,61.3881961762261,False,False,134.0,2594.0,511.0,54.0,257.0,1619.0,82.0,False,False,19.69930609097918,2.081727062451812,9.907478797224364,62.41326137239784,3.1611410948342327,317300.0,60833.0,1255.0,"Census Tract 134, Hudson County, New Jersey!!Estimate",364200.0,"Census Tract 134, Hudson County, New Jersey!!Median income (dollars)!!Estimate","54,722",54722.0,"Census Tract 134, Hudson County, New Jersey!!Total population!!Estimate",1101.0,near_neither,-8.064617433542846,1.3751601464085867,2.093679960981638,1.025065196171738,1.9142583018167763
"Census Tract 135, Hudson County, New Jersey","4,531","1,999","1,824",57,2,522,0,69,58,4531.0,1824.0,57.0,522.0,69.0,1999.0,40.25601412491724,1.2580004414036636,11.520635621275655,1.5228426395939088,44.11829618185831,False,False,135.0,5028.0,1291.0,119.0,689.0,2531.0,165.0,False,False,25.67621320604614,2.3667462211614954,13.703261734287986,50.33810660302307,3.281622911694511,294100.0,49886.0,1358.0,"Census Tract 135, Hudson County, New Jersey!!Estimate",356300.0,"Census Tract 135, Hudson County, New Jersey!!Median income (dollars)!!Estimate","50,991",50991.0,"Census Tract 135, Hudson County, New Jersey!!Total population!!Estimate",1021.0,near_neither,-14.579800918871104,1.1087457797578317,2.182626113012331,6.219810421164759,1.7587802721006023
"Census Tract 136, Hudson County, New Jersey","2,144","1,155",596,17,3,331,1,22,19,2144.0,596.0,17.0,331.0,22.0,1155.0,27.798507462686565,0.792910447761194,15.438432835820896,1.0261194029850746,53.87126865671642,False,False,136.0,2234.0,360.0,32.0,394.0,1279.0,83.0,False,False,16.11459265890779,1.432408236347359,17.636526410026857,57.251566696508505,3.715308863025962,342600.0,52900.0,1360.0,"Census Tract 136, Hudson County, New Jersey!!Estimate",422200.0,"Census Tract 136, Hudson County, New Jersey!!Median income (dollars)!!Estimate","40,071",40071.0,"Census Tract 136, Hudson County, New Jersey!!Total population!!Estimate",1090.0,near_neither,-11.683914803778777,0.6394977885861649,2.198093574205961,3.3802980397920876,2.6891894600408874
"Census Tract 137, Hudson County, New Jersey","2,448","1,330",697,38,1,315,0,32,35,2448.0,697.0,38.0,315.0,32.0,1330.0,28.47222222222222,1.5522875816993464,12.867647058823527,1.30718954248366,54.33006535947712,False,False,137.0,2624.0,432.0,61.0,492.0,1507.0,55.0,False,False,16.463414634146343,2.3246951219512195,18.75,57.431402439024396,2.096036585365854,172200.0,58962.0,1313.0,"Census Tract 137, Hudson County, New Jersey!!Estimate",354000.0,"Census Tract 137, Hudson County, New Jersey!!Median income (dollars)!!Estimate","44,130",44130.0,"Census Tract 137, Hudson County, New Jersey!!Total population!!Estimate",1091.0,near_neither,-12.008807588075879,0.7724075402518731,5.882352941176473,3.101337079547278,0.7888470428821939
"Census Tract 138, Hudson County, New Jersey","1,763",654,579,28,0,424,0,47,31,1763.0,579.0,28.0,424.0,47.0,654.0,32.84174702212138,1.588201928530913,24.049914917753828,2.665910380034033,37.09585933068633,False,False,138.0,4944.0,1206.0,322.0,2105.0,985.0,125.0,False,False,24.393203883495147,6.5129449838187705,42.576860841423944,19.923139158576053,2.52831715210356,379200.0,98125.0,2042.0,"Census Tract 138, Hudson County, New Jersey!!Estimate",270800.0,"Census Tract 138, Hudson County, New Jersey!!Median income (dollars)!!Estimate","61,518",61518.0,"Census Tract 138, Hudson County, New Jersey!!Total population!!Estimate",1230.0,near_neither,-8.448543138626235,4.924743055287857,18.526945923670116,-17.172720172110278,-0.13759322793047302
"Census Tract 139, Hudson County, New Jersey","2,734",879,"1,122",33,0,606,1,64,29,2734.0,1122.0,33.0,606.0,64.0,879.0,41.03877103145575,1.207022677395757,22.165325530358448,2.3408924652523777,32.15069495245062,False,False,139.0,4620.0,1401.0,188.0,1266.0,1457.0,101.0,False,False,30.324675324675326,4.069264069264069,27.4025974025974,31.536796536796537,2.186147186147186,450000.0,107574.0,2014.0,"Census Tract 139, Hudson County, New Jersey!!Estimate",283300.0,"Census Tract 139, Hudson County, New Jersey!!Median income (dollars)!!Estimate","59,275",59275.0,"Census Tract 139, Hudson County, New Jersey!!Total population!!Estimate",1244.0,near_neither,-10.714095706780427,2.8622413918683116,5.237271872238953,-0.6138984156540843,-0.15474527910519154
"Census Tract 140, Hudson County, New Jersey","5,020","3,656","1,009",78,9,184,6,26,52,5020.0,1009.0,78.0,184.0,26.0,3656.0,20.0996015936255,1.5537848605577689,3.665338645418327,0.5179282868525896,72.82868525896414,False,False,140.0,5209.0,824.0,86.0,173.0,4026.0,43.0,False,False,15.818775196774812,1.6509886734497985,3.321174889614129,77.289306968708,0.8254943367248992,417600.0,70778.0,1448.0,"Census Tract 140, Hudson County, New Jersey!!Estimate",399100.0,"Census Tract 140, Hudson County, New Jersey!!Median income (dollars)!!Estimate","51,969",51969.0,"Census Tract 140, Hudson County, New Jersey!!Total population!!Estimate",1027.0,near_neither,-4.2808263968506886,0.09720381289202962,-0.3441637558041979,4.460621709743862,0.3075660498723096
"Census Tract 141.01, Hudson County, New Jersey","3,577",786,"1,790",143,3,783,0,21,51,3577.0,1790.0,143.0,783.0,21.0,786.0,50.041934582052,3.997763488957226,21.889851831143417,0.5870841487279843,21.97372099524741,False,False,141.01,4498.0,1846.0,281.0,983.0,1208.0,39.0,False,False,41.040462427745666,6.24722098710538,21.85415740329035,26.856380613606046,0.8670520231213872,436300.0,100406.0,1787.0,"Census Tract 141.01, Hudson County, New Jersey!!Estimate",239300.0,"Census Tract 141.01, Hudson County, New Jersey!!Median income (dollars)!!Estimate","87,361",87361.0,"Census Tract 141.01, Hudson County, New Jersey!!Total population!!Estimate",1523.0,near_neither,-9.001472154306335,2.249457498148154,-0.0356944278530662,4.882659618358634,0.27996787439340287
"Census Tract 141.02, Hudson County, New Jersey","5,060","2,799","1,710",155,0,297,1,18,80,5060.0,1710.0,155.0,297.0,18.0,2799.0,33.794466403162055,3.063241106719368,5.869565217391305,0.3557312252964427,55.31620553359684,False,False,141.02,5149.0,1394.0,133.0,293.0,3191.0,43.0,False,False,27.07321810060206,2.5830258302583027,5.690425325305885,61.973198679355214,0.8351136142940376,377200.0,65724.0,1326.0,"Census Tract 141.02, Hudson County, New Jersey!!Estimate",300700.0,"Census Tract 141.02, Hudson County, New Jersey!!Median income (dollars)!!Estimate","53,023",53023.0,"Census Tract 141.02, Hudson County, New Jersey!!Total population!!Estimate",953.0,near_neither,-6.721248302559996,-0.48021527646106543,-0.17913989208541992,6.656993145758371,0.47938238899759494
"Census Tract 142, Hudson County, New Jersey","5,776","4,348","1,049",88,9,226,3,20,33,5776.0,1049.0,88.0,226.0,20.0,4348.0,18.161357340720222,1.5235457063711912,3.912742382271469,0.3462603878116343,75.2770083102493,False,False,142.0,5932.0,954.0,112.0,202.0,4562.0,42.0,False,False,16.082265677680375,1.8880647336480108,3.4052596089008764,76.90492245448416,0.708024275118004,459900.0,80179.0,1565.0,"Census Tract 142, Hudson County, New Jersey!!Estimate",412200.0,"Census Tract 142, Hudson County, New Jersey!!Median income (dollars)!!Estimate","55,492",55492.0,"Census Tract 142, Hudson County, New Jersey!!Total population!!Estimate",1109.0,near_neither,-2.079091663039847,0.3645190272768195,-0.5074827733705924,1.6279141442348646,0.3617638873063697
