Label (Grouping),Total:,Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,total_pop_x,total_white_x,total_black_x,total_asian_x,total_other_x,total_hispanic_x,white_pct,black_pct,asian_pct,other_pct,hispanic_pct,near_hblr_x,near_path_x,tract_num,total_pop_y,total_white_y,total_black_y,total_asian_y,total_hispanic_y,total_other_y,near_hblr_y,near_path_y,total_white_pct,total_black_pct,total_asian_pct,total_hispanic_pct,total_other_pct,median_house_2020,median_income_2020,median_rent_2020,census_tract_x,median_house_2010,census_tract_y,Households,median_income_2010,census_tract,median_rent_2010,train_access,white_pct_change,black_pct_change,asian_pct_change,hispanic_pct_change,other_pct_change
"Census Tract 42, Hudson County, New Jersey","4,632","1,371",316,"2,148",17,543,0,100,137,4632.0,316.0,2148.0,543.0,100.0,1371.0,6.822107081174439,46.373056994818654,11.72279792746114,2.158894645941278,29.598445595854923,True,False,42.0,5100.0,764.0,1759.0,670.0,1559.0,125.0,True,False,14.980392156862745,34.490196078431374,13.137254901960786,30.56862745098039,2.450980392156863,313400.0,48138.0,1128.0,"Census Tract 42, Hudson County, New Jersey!!Estimate",312700.0,"Census Tract 42, Hudson County, New Jersey!!Median income (dollars)!!Estimate","36,080",36080.0,"Census Tract 42, Hudson County, New Jersey!!Total population!!Estimate",954.0,hblr_only,8.158285075688307,-11.88286091638728,1.414456974499645,0.9701818551254675,0.29208574621558503
"Census Tract 43, Hudson County, New Jersey","2,214 (r46410)",344,179,"1,575",4,34,1,12,65,2214.0,179.0,1575.0,34.0,12.0,344.0,8.084914182475158,71.13821138211382,1.5356820234869015,0.5420054200542005,15.537488708220415,False,False,43.0,2503.0,434.0,1264.0,105.0,552.0,39.0,False,False,17.339192968437874,50.499400719137036,4.194966040751099,22.053535757091492,1.558130243707551,464200.0,44125.0,1220.0,"Census Tract 43, Hudson County, New Jersey!!Estimate",301400.0,"Census Tract 43, Hudson County, New Jersey!!Median income (dollars)!!Estimate","39,764",39764.0,"Census Tract 43, Hudson County, New Jersey!!Total population!!Estimate",803.0,near_neither,9.254278785962716,-20.638810662976788,2.6592840172641976,6.516047048871076,1.0161248236533504
"Census Tract 44, Hudson County, New Jersey","2,406",373,40,"1,925",7,6,0,16,39,2406.0,40.0,1925.0,6.0,16.0,373.0,1.662510390689942,80.00831255195345,0.2493765586034912,0.6650041562759768,15.502909393183709,True,False,44.0,2697.0,113.0,1763.0,74.0,661.0,16.0,True,False,4.189840563589174,65.3689284390063,2.743789395624768,24.50871338524286,0.5932517612161661,388600.0,22480.0,948.0,"Census Tract 44, Hudson County, New Jersey!!Estimate",273000.0,"Census Tract 44, Hudson County, New Jersey!!Median income (dollars)!!Estimate","27,650",27650.0,"Census Tract 44, Hudson County, New Jersey!!Total population!!Estimate",715.0,hblr_only,2.527330172899232,-14.639384112947155,2.494412837021277,9.005803992059151,-0.07175239505981068
"Census Tract 45, Hudson County, New Jersey","3,922",857,182,"2,729",10,62,0,20,62,3922.0,182.0,2729.0,62.0,20.0,857.0,4.640489546149924,69.58184599694034,1.580826109127996,0.5099439061703213,21.851096379398268,True,False,45.0,4395.0,327.0,2437.0,90.0,1316.0,72.0,True,False,7.440273037542662,55.449374288964734,2.04778156996587,29.94311717861206,1.6382252559726962,237100.0,49743.0,1318.0,"Census Tract 45, Hudson County, New Jersey!!Estimate",294900.0,"Census Tract 45, Hudson County, New Jersey!!Median income (dollars)!!Estimate","39,851",39851.0,"Census Tract 45, Hudson County, New Jersey!!Total population!!Estimate",963.0,hblr_only,2.7997834913927377,-14.132471707975611,0.4669554608378741,8.092020799213792,1.128281349802375
"Census Tract 46, Hudson County, New Jersey","2,229","1,140",161,879,4,14,0,7,24,2229.0,161.0,879.0,14.0,7.0,1140.0,7.222969941677883,39.43472409152086,0.6280843427545985,0.3140421713772992,51.14401076716016,True,False,46.0,2309.0,260.0,712.0,45.0,1219.0,13.0,True,False,11.26028583802512,30.835859679514943,1.9488956258120398,52.79341706366393,0.563014291901256,298400.0,49103.0,1314.0,"Census Tract 46, Hudson County, New Jersey!!Estimate",269700.0,"Census Tract 46, Hudson County, New Jersey!!Median income (dollars)!!Estimate","30,288",30288.0,"Census Tract 46, Hudson County, New Jersey!!Total population!!Estimate",1173.0,hblr_only,4.037315896347236,-8.59886441200592,1.3208112830574414,1.64940629650377,0.24897212052395679
"Census Tract 47, Hudson County, New Jersey","2,591 (r46411)","1,195",344,872,9,113,0,6,52,2591.0,344.0,872.0,113.0,6.0,1195.0,13.27672713238132,33.65495947510614,4.361250482439213,0.2315708220764183,46.12118873021999,True,False,47.0,3304.0,1002.0,712.0,253.0,1182.0,30.0,True,False,30.326876513317192,21.54963680387409,7.657384987893462,35.77481840193705,0.9079903147699757,378500.0,66185.0,1828.0,"Census Tract 47, Hudson County, New Jersey!!Estimate",383700.0,"Census Tract 47, Hudson County, New Jersey!!Median income (dollars)!!Estimate","44,622",44622.0,"Census Tract 47, Hudson County, New Jersey!!Total population!!Estimate",1105.0,hblr_only,17.05014938093587,-12.105322671232049,3.2961345054542486,-10.346370328282944,0.6764194926935574
"Census Tract 48, Hudson County, New Jersey","4,208",908,695,"1,019",12,"1,369",2,63,140,4208.0,695.0,1019.0,1369.0,63.0,908.0,16.51615969581749,24.21577946768061,32.53326996197718,1.497148288973384,21.57794676806084,True,False,48.0,4713.0,710.0,991.0,1595.0,1122.0,97.0,True,False,15.064714619138552,21.026946743051138,33.842563123276044,23.80649267982177,2.0581370676851263,329200.0,56735.0,1649.0,"Census Tract 48, Hudson County, New Jersey!!Estimate",362000.0,"Census Tract 48, Hudson County, New Jersey!!Median income (dollars)!!Estimate","69,088",69088.0,"Census Tract 48, Hudson County, New Jersey!!Total population!!Estimate",1037.0,hblr_only,-1.4514450766789366,-3.1888327246294708,1.3092931612988608,2.2285459117609285,0.5609887787117422
"Census Tract 49, Hudson County, New Jersey","3,995",807,262,"1,979",7,746,0,113,81,3995.0,262.0,1979.0,746.0,113.0,807.0,6.55819774718398,49.5369211514393,18.67334167709637,2.828535669586984,20.200250312891114,True,False,49.0,4370.0,461.0,1612.0,805.0,1203.0,109.0,True,False,10.549199084668192,36.88787185354691,18.421052631578945,27.528604118993133,2.4942791762013727,333700.0,63918.0,1460.0,"Census Tract 49, Hudson County, New Jersey!!Estimate",329300.0,"Census Tract 49, Hudson County, New Jersey!!Median income (dollars)!!Estimate","47,344",47344.0,"Census Tract 49, Hudson County, New Jersey!!Total population!!Estimate",1081.0,hblr_only,3.991001337484212,-12.64904929789239,-0.2522890455174256,7.328353806102019,-0.33425649338561136
"Census Tract 52, Hudson County, New Jersey","4,369 (r46412)",682,571,"2,712",18,284,0,16,86,4369.0,571.0,2712.0,284.0,16.0,682.0,13.069352254520489,62.07370107576104,6.500343327992677,0.3662165255207141,15.60997940032044,False,False,52.0,4815.0,665.0,2376.0,328.0,1272.0,58.0,False,False,13.811007268951196,49.34579439252336,6.812045690550364,26.417445482866043,1.2045690550363446,243300.0,46681.0,1023.0,"Census Tract 52, Hudson County, New Jersey!!Estimate",345900.0,"Census Tract 52, Hudson County, New Jersey!!Median income (dollars)!!Estimate","36,146",36146.0,"Census Tract 52, Hudson County, New Jersey!!Total population!!Estimate",915.0,near_neither,0.741655014430707,-12.727906683237684,0.31170236255768735,10.807466082545602,0.8383525295156304
"Census Tract 53, Hudson County, New Jersey","3,053",594,65,"2,287",5,39,0,22,41,3053.0,65.0,2287.0,39.0,22.0,594.0,2.1290533901080906,74.90992466426466,1.2774320340648542,0.7206026858827383,19.45627251883393,True,False,53.0,3201.0,188.0,1995.0,38.0,912.0,12.0,True,False,5.873164636051234,62.32427366447985,1.1871290221805686,28.49109653233365,0.37488284910965325,281700.0,42092.0,1304.0,"Census Tract 53, Hudson County, New Jersey!!Estimate",324600.0,"Census Tract 53, Hudson County, New Jersey!!Median income (dollars)!!Estimate","52,368",52368.0,"Census Tract 53, Hudson County, New Jersey!!Total population!!Estimate",1241.0,hblr_only,3.7441112459431434,-12.585650999784818,-0.09030301188428558,9.034824013499719,-0.3457198367730851
"Census Tract 54, Hudson County, New Jersey","6,161 (r46413)",922,"1,054","1,959",11,"1,972",3,97,143,6161.0,1054.0,1959.0,1972.0,97.0,922.0,17.107612400584323,31.796786236000653,32.00779094302873,1.574419737055673,14.96510306768382,False,False,54.0,7307.0,1004.0,2204.0,2507.0,1085.0,207.0,False,False,13.740249076228276,30.16285753387163,34.309566169426574,14.8487751471192,2.832899958943479,361800.0,90278.0,1650.0,"Census Tract 54, Hudson County, New Jersey!!Estimate",359100.0,"Census Tract 54, Hudson County, New Jersey!!Median income (dollars)!!Estimate","98,272",98272.0,"Census Tract 54, Hudson County, New Jersey!!Total population!!Estimate",1264.0,near_neither,-3.367363324356047,-1.6339287021290225,2.3017752263978437,-0.11632792056462016,1.2584802218878062
"Census Tract 55, Hudson County, New Jersey","2,484 (r46414)",390,11,"2,022",11,14,0,0,36,2484.0,11.0,2022.0,14.0,0.0,390.0,0.4428341384863123,81.40096618357488,0.5636070853462157,0.0,15.70048309178744,True,False,55.0,3141.0,123.0,2176.0,50.0,678.0,18.0,True,False,3.9159503342884436,69.27730022285897,1.591849729385546,21.585482330468004,0.5730659025787965,301600.0,30290.0,1095.0,"Census Tract 55, Hudson County, New Jersey!!Estimate",367900.0,"Census Tract 55, Hudson County, New Jersey!!Median income (dollars)!!Estimate","53,095",53095.0,"Census Tract 55, Hudson County, New Jersey!!Total population!!Estimate",1100.0,hblr_only,3.4731161958021315,-12.123665960715911,1.0282426440393304,5.884999238680564,0.5730659025787965
"Census Tract 56, Hudson County, New Jersey","3,704",811,324,"1,521",7,775,2,117,147,3704.0,324.0,1521.0,775.0,117.0,811.0,8.74730021598272,41.063714902807774,20.92332613390929,3.1587473002159827,21.89524838012959,False,False,56.0,3897.0,342.0,1457.0,749.0,995.0,168.0,False,False,8.775981524249422,37.387734154477805,19.219912753400052,25.532460867333846,4.311008468052348,334000.0,67500.0,1399.0,"Census Tract 56, Hudson County, New Jersey!!Estimate",330300.0,"Census Tract 56, Hudson County, New Jersey!!Median income (dollars)!!Estimate","40,339",40339.0,"Census Tract 56, Hudson County, New Jersey!!Total population!!Estimate",1043.0,near_neither,0.028681308266701677,-3.6759807483299696,-1.703413380509236,3.6372124872042555,1.1522611678363655
"Census Tract 58.01, Hudson County, New Jersey","4,833 (r46415)",776,92,"3,783",11,60,1,27,83,4833.0,92.0,3783.0,60.0,27.0,776.0,1.903579557210842,78.27436374922408,1.2414649286157666,0.5586592178770949,16.056279743430583,True,False,58.01,5569.0,217.0,3423.0,143.0,1535.0,78.0,True,False,3.8965702998743046,61.465254085114026,2.5677859579816844,27.56329682169151,1.4006105225354641,283900.0,43642.0,1117.0,"Census Tract 58.01, Hudson County, New Jersey!!Estimate",332400.0,"Census Tract 58.01, Hudson County, New Jersey!!Median income (dollars)!!Estimate","38,802",38802.0,"Census Tract 58.01, Hudson County, New Jersey!!Total population!!Estimate",923.0,hblr_only,1.9929907426634625,-16.809109664110053,1.3263210293659178,11.507017078260926,0.8419513046583692
"Census Tract 58.02, Hudson County, New Jersey","1,577",132,953,67,0,371,3,12,39,1577.0,953.0,67.0,371.0,12.0,132.0,60.431198478123015,4.2485732403297405,23.52568167406468,0.7609384908053266,8.370323398858591,False,False,58.02,1683.0,845.0,79.0,449.0,154.0,36.0,False,False,50.20796197266786,4.69399881164587,26.67855020796197,9.15032679738562,2.13903743315508,517900.0,201875.0,2324.0,"Census Tract 58.02, Hudson County, New Jersey!!Estimate",746500.0,"Census Tract 58.02, Hudson County, New Jersey!!Median income (dollars)!!Estimate","175,625",175625.0,"Census Tract 58.02, Hudson County, New Jersey!!Total population!!Estimate",2000.0,near_neither,-10.223236505455155,0.4454255713161297,3.1528685338972906,0.7800033985270289,1.3780989423497534
"Census Tract 59, Hudson County, New Jersey","7,257 (r46416)","1,625","1,398","1,458",21,"2,373",5,156,221,7257.0,1398.0,1458.0,2373.0,156.0,1625.0,19.264158743282348,20.090946672178585,32.69946258784622,2.149648615130219,22.39217307427312,False,False,59.0,8300.0,1105.0,1638.0,3021.0,2019.0,237.0,False,False,13.313253012048193,19.734939759036145,36.39759036144578,24.325301204819276,2.855421686746988,309425.66555740434,91775.45216306156,1157.3585690515806,"Census Tract 59, Hudson County, New Jersey!!Estimate",384900.0,"Census Tract 59, Hudson County, New Jersey!!Median income (dollars)!!Estimate","80,473",80473.0,"Census Tract 59, Hudson County, New Jersey!!Total population!!Estimate",1046.0,near_neither,-5.950905731234155,-0.3560069131424406,3.698127773599559,1.9331281305461552,0.7057730716167687
"Census Tract 60, Hudson County, New Jersey","4,308 (r46417)","1,121",162,"2,729",14,154,0,36,92,4308.0,162.0,2729.0,154.0,36.0,1121.0,3.7604456824512535,63.347260909935,3.574744661095636,0.8356545961002786,26.02135561745589,True,False,60.0,4709.0,195.0,2572.0,206.0,1501.0,62.0,True,False,4.141006583138671,54.61881503503928,4.374601826290083,31.875132724569973,1.3166277341261414,348900.0,47007.0,1123.0,"Census Tract 60, Hudson County, New Jersey!!Estimate",348500.0,"Census Tract 60, Hudson County, New Jersey!!Median income (dollars)!!Estimate","39,716",39716.0,"Census Tract 60, Hudson County, New Jersey!!Total population!!Estimate",995.0,hblr_only,0.3805609006874171,-8.72844587489572,0.7998571651944468,5.853777107114084,0.48097313802586283
"Census Tract 61, Hudson County, New Jersey","6,745","1,565","1,214","1,913",18,"1,732",2,107,194,6745.0,1214.0,1913.0,1732.0,107.0,1565.0,17.99851742031134,28.36174944403262,25.678280207561155,1.586360266864344,23.202372127501853,False,False,61.0,7390.0,1134.0,2061.0,1797.0,1963.0,190.0,False,False,15.345060893098783,27.889039242219216,24.316644113667117,26.562922868741545,2.571041948579161,324236.4161849711,65569.08181413962,1409.6313917296577,"Census Tract 61, Hudson County, New Jersey!!Estimate",369000.0,"Census Tract 61, Hudson County, New Jersey!!Median income (dollars)!!Estimate","50,324",50324.0,"Census Tract 61, Hudson County, New Jersey!!Total population!!Estimate",902.0,near_neither,-2.6534565272125583,-0.4727102018134026,-1.3616360938940382,3.3605507412396918,0.9846816817148172
"Census Tract 62, Hudson County, New Jersey","3,649 (r46418)","1,180",375,"1,544",16,372,0,80,82,3649.0,375.0,1544.0,372.0,80.0,1180.0,10.276788161140038,42.31296245546725,10.194573855850916,2.1923814743765413,32.33762674705399,True,False,62.0,4047.0,394.0,1450.0,425.0,1431.0,152.0,True,False,9.735606622189277,35.82900914257475,10.501606127996046,35.35952557449963,3.755868544600939,354700.0,42647.0,1156.0,"Census Tract 62, Hudson County, New Jersey!!Estimate",265900.0,"Census Tract 62, Hudson County, New Jersey!!Median income (dollars)!!Estimate","31,077",31077.0,"Census Tract 62, Hudson County, New Jersey!!Total population!!Estimate",1028.0,hblr_only,-0.5411815389507613,-6.483953312892503,0.30703227214513085,3.0218988274456393,1.5634870702243977
"Census Tract 63, Hudson County, New Jersey","4,293 (r46419)","1,477",539,"1,740",20,316,2,74,125,4293.0,539.0,1740.0,316.0,74.0,1477.0,12.5553226182157,40.53109713487072,7.360819939436292,1.7237363149312834,34.40484509666899,True,False,63.0,4792.0,459.0,1822.0,302.0,1855.0,163.0,True,False,9.578464106844741,38.02170283806344,6.302170283806344,38.71035058430718,3.401502504173623,288300.0,54695.0,1152.0,"Census Tract 63, Hudson County, New Jersey!!Estimate",346400.0,"Census Tract 63, Hudson County, New Jersey!!Median income (dollars)!!Estimate","46,701",46701.0,"Census Tract 63, Hudson County, New Jersey!!Total population!!Estimate",973.0,hblr_only,-2.976858511370958,-2.5093942968072795,-1.0586496556299476,4.305505487638186,1.6777661892423397
"Census Tract 64, Hudson County, New Jersey","3,101 (r46420)",750,"1,616",212,3,421,0,15,84,3101.0,1616.0,212.0,421.0,15.0,750.0,52.11222186391487,6.836504353434377,13.576265720735249,0.4837149306675266,24.185746533376328,False,True,64.0,3276.0,1814.0,145.0,586.0,514.0,32.0,False,True,55.372405372405375,4.426129426129426,17.887667887667888,15.68986568986569,0.9768009768009768,730700.0,134861.0,2149.0,"Census Tract 64, Hudson County, New Jersey!!Estimate",544000.0,"Census Tract 64, Hudson County, New Jersey!!Median income (dollars)!!Estimate","82,946",82946.0,"Census Tract 64, Hudson County, New Jersey!!Total population!!Estimate",1426.0,path_only,3.260183508490506,-2.41037492730495,4.3114021669326394,-8.495880843510639,0.4930860461334502
"Census Tract 65, Hudson County, New Jersey","1,843",709,652,263,12,154,0,6,47,1843.0,652.0,263.0,154.0,6.0,709.0,35.37710255018991,14.270211611502983,8.355941399891481,0.3255561584373304,38.46988605534455,False,False,65.0,2270.0,960.0,211.0,317.0,657.0,25.0,False,False,42.290748898678416,9.295154185022026,13.964757709251103,28.942731277533042,1.1013215859030838,660000.0,107031.0,957.0,"Census Tract 65, Hudson County, New Jersey!!Estimate",437300.0,"Census Tract 65, Hudson County, New Jersey!!Median income (dollars)!!Estimate","68,344",68344.0,"Census Tract 65, Hudson County, New Jersey!!Total population!!Estimate",1183.0,near_neither,6.913646348488506,-4.975057426480957,5.6088163093596215,-9.52715477781151,0.7757654274657535
"Census Tract 66, Hudson County, New Jersey","1,446",79,214,40,0,"1,079",0,4,30,1446.0,214.0,40.0,1079.0,4.0,79.0,14.79944674965422,2.7662517289073305,74.61964038727524,0.2766251728907331,5.463347164591978,False,False,66.0,1329.0,212.0,45.0,909.0,83.0,42.0,False,False,15.951843491346878,3.3860045146726865,68.39729119638827,6.245297215951844,3.160270880361174,551200.0,102386.0,1988.0,"Census Tract 66, Hudson County, New Jersey!!Estimate",390300.0,"Census Tract 66, Hudson County, New Jersey!!Median income (dollars)!!Estimate","64,398",64398.0,"Census Tract 66, Hudson County, New Jersey!!Total population!!Estimate",1228.0,near_neither,1.1523967416926588,0.619752785765356,-6.222349190886973,0.7819500513598658,2.883645707470441
"Census Tract 67, Hudson County, New Jersey","3,519 (r46421)","1,227",69,"2,135",7,53,0,4,24,3519.0,69.0,2135.0,53.0,4.0,1227.0,1.96078431372549,60.67064506962205,1.5061096902529127,0.1136686558681443,34.86786018755328,False,False,67.0,3670.0,374.0,1595.0,106.0,1461.0,20.0,False,False,10.190735694822889,43.46049046321526,2.888283378746594,39.80926430517711,0.544959128065395,284700.0,24113.0,622.0,"Census Tract 67, Hudson County, New Jersey!!Estimate",298100.0,"Census Tract 67, Hudson County, New Jersey!!Median income (dollars)!!Estimate","18,825",18825.0,"Census Tract 67, Hudson County, New Jersey!!Total population!!Estimate",537.0,near_neither,8.229951381097399,-17.21015460640679,1.3821736884936813,4.941404117623826,0.43129047219725075
"Census Tract 68, Hudson County, New Jersey","3,343 (r46422)",545,45,"2,637",15,9,0,25,67,3343.0,45.0,2637.0,9.0,25.0,545.0,1.3460963206700567,78.88124439126533,0.2692192641340113,0.7478312892611426,16.30272210589291,True,False,68.0,4143.0,155.0,2600.0,130.0,1080.0,52.0,True,False,3.741250301713734,62.7564566739078,3.1378228336953895,26.06806661839247,1.255129133478156,0.0,47332.0,1289.0,"Census Tract 68, Hudson County, New Jersey!!Estimate",228300.0,"Census Tract 68, Hudson County, New Jersey!!Median income (dollars)!!Estimate","34,688",34688.0,"Census Tract 68, Hudson County, New Jersey!!Total population!!Estimate",943.0,hblr_only,2.395153981043677,-16.124787717357528,2.8686035695613783,9.76534451249956,0.5072978442170134
"Census Tract 69, Hudson County, New Jersey",81,31,23,26,0,1,0,0,0,,,,,,,,,,,,False,False,69.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,,,,"Census Tract 69, Hudson County, New Jersey!!Estimate",287000.0,"Census Tract 69, Hudson County, New Jersey!!Median income (dollars)!!Estimate","51,364",51364.0,,,near_neither,,,,,
"Census Tract 70, Hudson County, New Jersey","3,944","1,240","1,356",271,11,952,2,17,95,3944.0,1356.0,271.0,952.0,17.0,1240.0,34.38133874239351,6.871196754563895,24.13793103448276,0.4310344827586206,31.44016227180527,False,True,70.0,4514.0,1732.0,240.0,1206.0,1120.0,22.0,False,True,38.369517058041644,5.316792202038104,26.716880815241474,24.81169694284448,0.48737261852015945,824982.3960880196,146264.88948655257,1832.437652811736,"Census Tract 70, Hudson County, New Jersey!!Estimate",427400.0,"Census Tract 70, Hudson County, New Jersey!!Median income (dollars)!!Estimate","62,750",62750.0,"Census Tract 70, Hudson County, New Jersey!!Total population!!Estimate",1189.0,path_only,3.9881783156481347,-1.5544045525257912,2.5789497807587125,-6.6284653289607895,0.05633813576153884
"Census Tract 71, Hudson County, New Jersey","3,280 (r46423)",809,961,368,9,988,1,31,113,3280.0,961.0,368.0,988.0,31.0,809.0,29.29878048780488,11.219512195121952,30.121951219512194,0.945121951219512,24.664634146341463,False,True,71.0,3510.0,1124.0,398.0,1036.0,772.0,49.0,False,True,32.022792022792025,11.339031339031338,29.51566951566952,21.994301994301992,1.396011396011396,572100.0,52344.0,1189.0,"Census Tract 71, Hudson County, New Jersey!!Estimate",303700.0,"Census Tract 71, Hudson County, New Jersey!!Median income (dollars)!!Estimate","34,438",34438.0,"Census Tract 71, Hudson County, New Jersey!!Total population!!Estimate",930.0,path_only,2.724011534987145,0.11951914390938612,-0.6062817038426758,-2.670332152039471,0.450889444791884
"Census Tract 72, Hudson County, New Jersey","2,160 (r46424)",232,"1,054",180,4,634,0,8,48,2160.0,1054.0,180.0,634.0,8.0,232.0,48.7962962962963,8.333333333333332,29.35185185185185,0.3703703703703704,10.74074074074074,False,False,72.0,3269.0,1544.0,184.0,1050.0,297.0,31.0,False,False,47.23156928724381,5.62863260936066,32.11991434689507,9.085347200978893,0.9483022330988069,751800.0,190000.0,3026.0,"Census Tract 72, Hudson County, New Jersey!!Estimate",583300.0,"Census Tract 72, Hudson County, New Jersey!!Median income (dollars)!!Estimate","110,000",110000.0,"Census Tract 72, Hudson County, New Jersey!!Total population!!Estimate",1958.0,near_neither,-1.5647270090524898,-2.704700723972672,2.768062495043221,-1.6553935397618478,0.5779318627284364
"Census Tract 73, Hudson County, New Jersey","1,034",62,564,40,1,347,0,4,16,1034.0,564.0,40.0,347.0,4.0,62.0,54.54545454545454,3.8684719535783367,33.558994197292066,0.3868471953578337,5.996131528046422,True,False,73.0,4946.0,2395.0,133.0,1878.0,351.0,30.0,True,False,48.42296805499394,2.689041649818035,37.970076829761425,7.096643752527294,0.606550748079256,698700.0,165417.0,2817.0,"Census Tract 73, Hudson County, New Jersey!!Estimate",483800.0,"Census Tract 73, Hudson County, New Jersey!!Median income (dollars)!!Estimate","110,917",110917.0,,,hblr_only,-6.122486490460602,-1.1794303037603018,4.411082632469359,1.1005122244808723,0.21970355272142233
"Census Tract 74, Hudson County, New Jersey","4,141",313,"2,248",157,1,"1,286",0,16,120,4141.0,2248.0,157.0,1286.0,16.0,313.0,54.28640425018112,3.791354745230621,31.05530065201642,0.3863801014247766,7.558560734122192,True,True,74.0,5833.0,2862.0,150.0,2111.0,400.0,37.0,True,True,49.065660894908284,2.571575518601063,36.19063946511229,6.857534716269501,0.6343219612549289,917700.0,190975.0,3440.0,"Census Tract 74, Hudson County, New Jersey!!Estimate",677800.0,"Census Tract 74, Hudson County, New Jersey!!Median income (dollars)!!Estimate","148,906",148906.0,"Census Tract 74, Hudson County, New Jersey!!Total population!!Estimate",2000.0,near_both,-5.2207433552728375,-1.2197792266295577,5.135338813095871,-0.7010260178526915,0.24794185983015232
"Census Tract 75, Hudson County, New Jersey","5,044",545,"2,045",400,11,"1,897",1,24,121,5044.0,2045.0,400.0,1897.0,24.0,545.0,40.54321966693101,7.930214115781125,37.60904044409199,0.4758128469468675,10.804916732751783,True,True,75.0,7364.0,3189.0,417.0,2626.0,748.0,99.0,True,True,43.30526887561108,5.662683324280283,35.65996740901684,10.157523085279738,1.3443780554046714,669500.0,114406.0,2245.0,"Census Tract 75, Hudson County, New Jersey!!Estimate",335700.0,"Census Tract 75, Hudson County, New Jersey!!Median income (dollars)!!Estimate","91,510",91510.0,"Census Tract 75, Hudson County, New Jersey!!Total population!!Estimate",1583.0,near_both,2.762049208680068,-2.2675307915008416,-1.9490730350751448,-0.647393647472045,0.8685652084578039
"Census Tract 76, Hudson County, New Jersey","5,690",354,"1,827",176,6,"3,159",0,37,131,5690.0,1827.0,176.0,3159.0,37.0,354.0,32.10896309314587,3.093145869947276,55.51845342706503,0.6502636203866432,6.221441124780316,True,True,76.0,15578.0,5402.0,347.0,8340.0,887.0,112.0,True,True,34.67710874309925,2.227500320965464,53.537039414559,5.693927333418925,0.7189626396199769,766578.2696177062,185170.86720321933,3075.3319919517103,"Census Tract 76, Hudson County, New Jersey!!Estimate",540900.0,"Census Tract 76, Hudson County, New Jersey!!Median income (dollars)!!Estimate","147,739",147739.0,"Census Tract 76, Hudson County, New Jersey!!Total population!!Estimate",2000.0,near_both,2.5681456499533795,-0.8656455489818118,-1.9814140125060362,-0.5275137913613914,0.06869901923333366
"Census Tract 77, Hudson County, New Jersey","9,618",401,"1,986",353,21,"6,671",0,29,157,9618.0,1986.0,353.0,6671.0,29.0,401.0,20.6487835308796,3.670201705136203,69.35953420669578,0.3015179871075067,4.169265959658973,True,True,77.0,12388.0,2439.0,320.0,8698.0,559.0,70.0,True,True,19.688408136906684,2.583144979011947,70.2131094607685,4.512431385211495,0.5650629641588635,669918.1609195402,151262.55632183907,2894.7986206896553,"Census Tract 77, Hudson County, New Jersey!!Estimate",565000.0,"Census Tract 77, Hudson County, New Jersey!!Median income (dollars)!!Estimate","117,277",117277.0,"Census Tract 77, Hudson County, New Jersey!!Total population!!Estimate",2000.0,near_both,-0.9603753939729174,-1.0870567261242559,0.8535752540727088,0.34316542555252205,0.26354497705135677
"Census Tract 78, Hudson County, New Jersey","1,360",381,314,297,2,329,0,6,31,1360.0,314.0,297.0,329.0,6.0,381.0,23.08823529411765,21.83823529411765,24.19117647058824,0.4411764705882353,28.014705882352946,False,False,78.0,4343.0,1895.0,485.0,1119.0,708.0,25.0,False,False,43.63343311075293,11.167395809348376,25.765599815795532,16.30209532581165,0.5756389592447617,0.0,75313.0,2092.0,"Census Tract 78, Hudson County, New Jersey!!Estimate",,"Census Tract 78, Hudson County, New Jersey!!Median income (dollars)!!Estimate","14,824",14824.0,"Census Tract 78, Hudson County, New Jersey!!Total population!!Estimate",480.0,near_neither,20.545197816635284,-10.670839484769273,1.5744233452072933,-11.712610556541296,0.13446248865652644
"Census Tract 101, Hudson County, New Jersey","5,614","1,471","2,820",447,4,711,1,22,138,5614.0,2820.0,447.0,711.0,22.0,1471.0,50.23156394727467,7.9622372639828995,12.664766654791592,0.3918774492340577,26.202351264695405,False,False,101.0,6695.0,2573.0,818.0,1022.0,1998.0,70.0,False,False,38.43166542195669,12.218073188946974,15.265123226288274,29.84316654219567,1.0455563853622107,288700.0,71087.0,1384.0,"Census Tract 101, Hudson County, New Jersey!!Estimate",424400.0,"Census Tract 101, Hudson County, New Jersey!!Median income (dollars)!!Estimate","53,614",53614.0,"Census Tract 101, Hudson County, New Jersey!!Total population!!Estimate",1035.0,near_neither,-11.799898525317985,4.2558359249640745,2.6003565714966825,3.6408152775002662,0.653678936128153
