"Label (Grouping)","Census Tract 58.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 58.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 74, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 74, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 76, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 76, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 77, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 77, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 150.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 150.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 152.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 152.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 158.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 158.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 183.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 183.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 183.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 183.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 192, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 192, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 30, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 30, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 186, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 186, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 129, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 129, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 146, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 146, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 176, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 176, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 153, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 153, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 111, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 111, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 53, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 53, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 163, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 163, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 22, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 22, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 165, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 165, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 167, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 167, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 67, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 67, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 11, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 11, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 14, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 14, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 48, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 48, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 126, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 126, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 179, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 179, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 6, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 6, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 65, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 65, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 66, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 66, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 75, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 75, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 4, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 4, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 31, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 31, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 8, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 8, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 174, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 174, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 102, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 102, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 103, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 103, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 134, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 134, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 136, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 136, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 175, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 175, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 40, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 40, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 108, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 108, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 141.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 141.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 106, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 106, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 155, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 155, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 42, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 42, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 56, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 56, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 128, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 128, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 139, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 139, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 148, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 148, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 160, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 160, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 171, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 171, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 45, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 45, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 180, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 180, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 187.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 187.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 105, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 105, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 109, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 109, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 142, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 142, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 114, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 114, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 324, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 324, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 10, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 10, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 61, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 61, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 107, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 107, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 20, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 20, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 145.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 145.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 169, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 169, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 189, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 189, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 190, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 190, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 7, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 7, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 193, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 193, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 5, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 5, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 68, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 68, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 188, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 188, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 157, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 157, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 158.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 158.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 28, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 28, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 104, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 104, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 44, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 44, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 12.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 12.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 46, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 46, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 130, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 130, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 135, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 135, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 137, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 137, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 159, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 159, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 181, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 181, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 9.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 9.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 55, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 55, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 110, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 110, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 178, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 178, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 184, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 184, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 115, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 115, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 60, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 60, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 194, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 194, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 191, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 191, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 43, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 43, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 71, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 71, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 49, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 49, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 133, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 133, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 140, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 140, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 168, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 168, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 59, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 59, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 131, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 131, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 177, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 177, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 125, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 125, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 78, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 78, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 112, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 112, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 173, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 173, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 41.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 41.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 52, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 52, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 145.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 145.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 1, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 1, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 58.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 58.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 63, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 63, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 12.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 12.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 13, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 13, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 164, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 164, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 172, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 172, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 123, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 123, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 156, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 156, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 170, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 170, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 182, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 182, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 101, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 101, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 141.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 141.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 138, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 138, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 187.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 187.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 144, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 144, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 127, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 127, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 161, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 161, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 3, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 3, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 54, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 54, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 23, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 23, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 64, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 64, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 47, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 47, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 72, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 72, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 199, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 199, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 2, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 2, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 166, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 166, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 185, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 185, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 35, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 35, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 124, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 124, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 24, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 24, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 29, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 29, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 17.01, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 17.01, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 62, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 62, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 116, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 116, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 27, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 27, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 41.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 41.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 113, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 113, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 149, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 149, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 150.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 150.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 151, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 151, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 152.02, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 152.02, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 198, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 198, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 200, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 200, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 18, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 18, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 19, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 19, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 162, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 162, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 70, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 70, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 132, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 132, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 143, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 143, Hudson County, New Jersey!!Total population!!Margin of Error","Census Tract 147, Hudson County, New Jersey!!Total population!!Estimate","Census Tract 147, Hudson County, New Jersey!!Total population!!Margin of Error"
"Median gross rent","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","2,000+","***","822","±59","1,547","±174","1,075","±48","1,323","±123","1,091","±137","910","±35","1,115","±65","1,241","±121","984","±64","1,180","±172","956","±103","950","±211","537","±91","1,215","±137","966","±45","1,037","±202","1,019","±85","1,372","±217","1,121","±97","1,183","±125","1,228","±184","1,583","±135","1,317","±147","789","±44","1,255","±84","1,063","±69","1,022","±122","916","±61","1,101","±35","1,090","±170","966","±52","1,022","±106","1,011","±141","1,523","±387","857","±97","976","±88","954","±82","1,043","±70","1,256","±98","1,244","±77","885","±128","1,002","±73","1,007","±87","963","±64","977","±82","1,695","±108","956","±21","803","±226","1,109","±177","1,009","±92","1,070","±116","888","±92","902","±193","959","±52","889","±55","446","±45","933","±61","1,127","±171","747","±126","1,157","±97","1,570","±191","963","±79","943","±64","1,496","±104","1,026","±122","1,007","±77","790","±52","1,008","±188","715","±114","689","±129","1,173","±147","1,071","±104","1,021","±90","1,091","±158","942","±60","1,027","±89","780","±126","1,100","±96","1,080","±57","930","±88","1,837","±188","982","±188","995","±83","1,677","±213","1,544","±170","803","±191","930","±114","1,081","±178","1,016","±81","1,027","±149","924","±56","1,046","±202","1,071","±101","956","±113","1,042","±157","480","±256","1,127","±82","917","±209","882","±41","915","±77","1,121","±243","1,341","±161","923","±69","973","±123","1,011","±99","1,086","±96","969","±113","1,167","±120","978","±92","845","±118","899","±80","1,111","±117","1,035","±62","953","±84","1,230","±126","1,697","±126","1,309","±114","1,196","±90","983","±92","1,120","±124","1,264","±556","1,280","±83","1,426","±96","1,105","±92","1,958","±183","1,173","±68","962","±84","848","±81","1,760","±225","1,422","±152","1,124","±121","1,625","±134","1,032","±77","955","±94","1,028","±87","786","±90","1,058","±93","1,044","±105","934","±65","1,042","±101","1,004","±96","1,082","±94","1,089","±91","1,218","±126","1,221","±251","783","±51","840","±56","1,035","±125","1,189","±128","1,189","±112","1,079","±97","1,313","±179"
