"Label (Grouping)","Census Tract 1.01, Hudson County, New Jersey!!Estimate","Census Tract 1.01, Hudson County, New Jersey!!Margin of Error","Census Tract 1.02, Hudson County, New Jersey!!Estimate","Census Tract 1.02, Hudson County, New Jersey!!Margin of Error","Census Tract 2, Hudson County, New Jersey!!Estimate","Census Tract 2, Hudson County, New Jersey!!Margin of Error","Census Tract 3, Hudson County, New Jersey!!Estimate","Census Tract 3, Hudson County, New Jersey!!Margin of Error","Census Tract 4, Hudson County, New Jersey!!Estimate","Census Tract 4, Hudson County, New Jersey!!Margin of Error","Census Tract 5, Hudson County, New Jersey!!Estimate","Census Tract 5, Hudson County, New Jersey!!Margin of Error","Census Tract 6, Hudson County, New Jersey!!Estimate","Census Tract 6, Hudson County, New Jersey!!Margin of Error","Census Tract 7, Hudson County, New Jersey!!Estimate","Census Tract 7, Hudson County, New Jersey!!Margin of Error","Census Tract 8, Hudson County, New Jersey!!Estimate","Census Tract 8, Hudson County, New Jersey!!Margin of Error","Census Tract 9.02, Hudson County, New Jersey!!Estimate","Census Tract 9.02, Hudson County, New Jersey!!Margin of Error","Census Tract 10, Hudson County, New Jersey!!Estimate","Census Tract 10, Hudson County, New Jersey!!Margin of Error","Census Tract 11, Hudson County, New Jersey!!Estimate","Census Tract 11, Hudson County, New Jersey!!Margin of Error","Census Tract 12.01, Hudson County, New Jersey!!Estimate","Census Tract 12.01, Hudson County, New Jersey!!Margin of Error","Census Tract 12.02, Hudson County, New Jersey!!Estimate","Census Tract 12.02, Hudson County, New Jersey!!Margin of Error","Census Tract 13, Hudson County, New Jersey!!Estimate","Census Tract 13, Hudson County, New Jersey!!Margin of Error","Census Tract 14, Hudson County, New Jersey!!Estimate","Census Tract 14, Hudson County, New Jersey!!Margin of Error","Census Tract 17.01, Hudson County, New Jersey!!Estimate","Census Tract 17.01, Hudson County, New Jersey!!Margin of Error","Census Tract 18, Hudson County, New Jersey!!Estimate","Census Tract 18, Hudson County, New Jersey!!Margin of Error","Census Tract 19, Hudson County, New Jersey!!Estimate","Census Tract 19, Hudson County, New Jersey!!Margin of Error","Census Tract 20.01, Hudson County, New Jersey!!Estimate","Census Tract 20.01, Hudson County, New Jersey!!Margin of Error","Census Tract 20.02, Hudson County, New Jersey!!Estimate","Census Tract 20.02, Hudson County, New Jersey!!Margin of Error","Census Tract 22, Hudson County, New Jersey!!Estimate","Census Tract 22, Hudson County, New Jersey!!Margin of Error","Census Tract 23, Hudson County, New Jersey!!Estimate","Census Tract 23, Hudson County, New Jersey!!Margin of Error","Census Tract 24, Hudson County, New Jersey!!Estimate","Census Tract 24, Hudson County, New Jersey!!Margin of Error","Census Tract 27, Hudson County, New Jersey!!Estimate","Census Tract 27, Hudson County, New Jersey!!Margin of Error","Census Tract 28, Hudson County, New Jersey!!Estimate","Census Tract 28, Hudson County, New Jersey!!Margin of Error","Census Tract 29, Hudson County, New Jersey!!Estimate","Census Tract 29, Hudson County, New Jersey!!Margin of Error","Census Tract 30, Hudson County, New Jersey!!Estimate","Census Tract 30, Hudson County, New Jersey!!Margin of Error","Census Tract 31.01, Hudson County, New Jersey!!Estimate","Census Tract 31.01, Hudson County, New Jersey!!Margin of Error","Census Tract 31.02, Hudson County, New Jersey!!Estimate","Census Tract 31.02, Hudson County, New Jersey!!Margin of Error","Census Tract 35, Hudson County, New Jersey!!Estimate","Census Tract 35, Hudson County, New Jersey!!Margin of Error","Census Tract 40, Hudson County, New Jersey!!Estimate","Census Tract 40, Hudson County, New Jersey!!Margin of Error","Census Tract 41.02, Hudson County, New Jersey!!Estimate","Census Tract 41.02, Hudson County, New Jersey!!Margin of Error","Census Tract 41.03, Hudson County, New Jersey!!Estimate","Census Tract 41.03, Hudson County, New Jersey!!Margin of Error","Census Tract 41.04, Hudson County, New Jersey!!Estimate","Census Tract 41.04, Hudson County, New Jersey!!Margin of Error","Census Tract 42, Hudson County, New Jersey!!Estimate","Census Tract 42, Hudson County, New Jersey!!Margin of Error","Census Tract 43, Hudson County, New Jersey!!Estimate","Census Tract 43, Hudson County, New Jersey!!Margin of Error","Census Tract 44, Hudson County, New Jersey!!Estimate","Census Tract 44, Hudson County, New Jersey!!Margin of Error","Census Tract 45, Hudson County, New Jersey!!Estimate","Census Tract 45, Hudson County, New Jersey!!Margin of Error","Census Tract 46, Hudson County, New Jersey!!Estimate","Census Tract 46, Hudson County, New Jersey!!Margin of Error","Census Tract 47, Hudson County, New Jersey!!Estimate","Census Tract 47, Hudson County, New Jersey!!Margin of Error","Census Tract 48, Hudson County, New Jersey!!Estimate","Census Tract 48, Hudson County, New Jersey!!Margin of Error","Census Tract 49, Hudson County, New Jersey!!Estimate","Census Tract 49, Hudson County, New Jersey!!Margin of Error","Census Tract 52, Hudson County, New Jersey!!Estimate","Census Tract 52, Hudson County, New Jersey!!Margin of Error","Census Tract 53, Hudson County, New Jersey!!Estimate","Census Tract 53, Hudson County, New Jersey!!Margin of Error","Census Tract 54, Hudson County, New Jersey!!Estimate","Census Tract 54, Hudson County, New Jersey!!Margin of Error","Census Tract 55, Hudson County, New Jersey!!Estimate","Census Tract 55, Hudson County, New Jersey!!Margin of Error","Census Tract 56, Hudson County, New Jersey!!Estimate","Census Tract 56, Hudson County, New Jersey!!Margin of Error","Census Tract 58.01, Hudson County, New Jersey!!Estimate","Census Tract 58.01, Hudson County, New Jersey!!Margin of Error","Census Tract 58.02, Hudson County, New Jersey!!Estimate","Census Tract 58.02, Hudson County, New Jersey!!Margin of Error","Census Tract 59.01, Hudson County, New Jersey!!Estimate","Census Tract 59.01, Hudson County, New Jersey!!Margin of Error","Census Tract 59.02, Hudson County, New Jersey!!Estimate","Census Tract 59.02, Hudson County, New Jersey!!Margin of Error","Census Tract 60, Hudson County, New Jersey!!Estimate","Census Tract 60, Hudson County, New Jersey!!Margin of Error","Census Tract 61.01, Hudson County, New Jersey!!Estimate","Census Tract 61.01, Hudson County, New Jersey!!Margin of Error","Census Tract 61.02, Hudson County, New Jersey!!Estimate","Census Tract 61.02, Hudson County, New Jersey!!Margin of Error","Census Tract 62, Hudson County, New Jersey!!Estimate","Census Tract 62, Hudson County, New Jersey!!Margin of Error","Census Tract 63, Hudson County, New Jersey!!Estimate","Census Tract 63, Hudson County, New Jersey!!Margin of Error","Census Tract 64, Hudson County, New Jersey!!Estimate","Census Tract 64, Hudson County, New Jersey!!Margin of Error","Census Tract 65, Hudson County, New Jersey!!Estimate","Census Tract 65, Hudson County, New Jersey!!Margin of Error","Census Tract 66, Hudson County, New Jersey!!Estimate","Census Tract 66, Hudson County, New Jersey!!Margin of Error","Census Tract 67, Hudson County, New Jersey!!Estimate","Census Tract 67, Hudson County, New Jersey!!Margin of Error","Census Tract 68, Hudson County, New Jersey!!Estimate","Census Tract 68, Hudson County, New Jersey!!Margin of Error","Census Tract 69, Hudson County, New Jersey!!Estimate","Census Tract 69, Hudson County, New Jersey!!Margin of Error","Census Tract 70.01, Hudson County, New Jersey!!Estimate","Census Tract 70.01, Hudson County, New Jersey!!Margin of Error","Census Tract 70.02, Hudson County, New Jersey!!Estimate","Census Tract 70.02, Hudson County, New Jersey!!Margin of Error","Census Tract 71, Hudson County, New Jersey!!Estimate","Census Tract 71, Hudson County, New Jersey!!Margin of Error","Census Tract 72, Hudson County, New Jersey!!Estimate","Census Tract 72, Hudson County, New Jersey!!Margin of Error","Census Tract 73, Hudson County, New Jersey!!Estimate","Census Tract 73, Hudson County, New Jersey!!Margin of Error","Census Tract 74, Hudson County, New Jersey!!Estimate","Census Tract 74, Hudson County, New Jersey!!Margin of Error","Census Tract 75, Hudson County, New Jersey!!Estimate","Census Tract 75, Hudson County, New Jersey!!Margin of Error","Census Tract 76.01, Hudson County, New Jersey!!Estimate","Census Tract 76.01, Hudson County, New Jersey!!Margin of Error","Census Tract 76.02, Hudson County, New Jersey!!Estimate","Census Tract 76.02, Hudson County, New Jersey!!Margin of Error","Census Tract 77.01, Hudson County, New Jersey!!Estimate","Census Tract 77.01, Hudson County, New Jersey!!Margin of Error","Census Tract 77.02, Hudson County, New Jersey!!Estimate","Census Tract 77.02, Hudson County, New Jersey!!Margin of Error","Census Tract 77.03, Hudson County, New Jersey!!Estimate","Census Tract 77.03, Hudson County, New Jersey!!Margin of Error","Census Tract 78, Hudson County, New Jersey!!Estimate","Census Tract 78, Hudson County, New Jersey!!Margin of Error","Census Tract 101, Hudson County, New Jersey!!Estimate","Census Tract 101, Hudson County, New Jersey!!Margin of Error","Census Tract 102, Hudson County, New Jersey!!Estimate","Census Tract 102, Hudson County, New Jersey!!Margin of Error","Census Tract 103, Hudson County, New Jersey!!Estimate","Census Tract 103, Hudson County, New Jersey!!Margin of Error","Census Tract 104, Hudson County, New Jersey!!Estimate","Census Tract 104, Hudson County, New Jersey!!Margin of Error","Census Tract 105, Hudson County, New Jersey!!Estimate","Census Tract 105, Hudson County, New Jersey!!Margin of Error","Census Tract 106.01, Hudson County, New Jersey!!Estimate","Census Tract 106.01, Hudson County, New Jersey!!Margin of Error","Census Tract 106.02, Hudson County, New Jersey!!Estimate","Census Tract 106.02, Hudson County, New Jersey!!Margin of Error","Census Tract 107.01, Hudson County, New Jersey!!Estimate","Census Tract 107.01, Hudson County, New Jersey!!Margin of Error","Census Tract 107.02, Hudson County, New Jersey!!Estimate","Census Tract 107.02, Hudson County, New Jersey!!Margin of Error","Census Tract 108, Hudson County, New Jersey!!Estimate","Census Tract 108, Hudson County, New Jersey!!Margin of Error","Census Tract 109, Hudson County, New Jersey!!Estimate","Census Tract 109, Hudson County, New Jersey!!Margin of Error","Census Tract 110, Hudson County, New Jersey!!Estimate","Census Tract 110, Hudson County, New Jersey!!Margin of Error","Census Tract 111, Hudson County, New Jersey!!Estimate","Census Tract 111, Hudson County, New Jersey!!Margin of Error","Census Tract 112, Hudson County, New Jersey!!Estimate","Census Tract 112, Hudson County, New Jersey!!Margin of Error","Census Tract 113, Hudson County, New Jersey!!Estimate","Census Tract 113, Hudson County, New Jersey!!Margin of Error","Census Tract 114, Hudson County, New Jersey!!Estimate","Census Tract 114, Hudson County, New Jersey!!Margin of Error","Census Tract 115, Hudson County, New Jersey!!Estimate","Census Tract 115, Hudson County, New Jersey!!Margin of Error","Census Tract 116, Hudson County, New Jersey!!Estimate","Census Tract 116, Hudson County, New Jersey!!Margin of Error","Census Tract 123, Hudson County, New Jersey!!Estimate","Census Tract 123, Hudson County, New Jersey!!Margin of Error","Census Tract 124, Hudson County, New Jersey!!Estimate","Census Tract 124, Hudson County, New Jersey!!Margin of Error","Census Tract 125, Hudson County, New Jersey!!Estimate","Census Tract 125, Hudson County, New Jersey!!Margin of Error","Census Tract 126, Hudson County, New Jersey!!Estimate","Census Tract 126, Hudson County, New Jersey!!Margin of Error","Census Tract 127, Hudson County, New Jersey!!Estimate","Census Tract 127, Hudson County, New Jersey!!Margin of Error","Census Tract 128, Hudson County, New Jersey!!Estimate","Census Tract 128, Hudson County, New Jersey!!Margin of Error","Census Tract 129, Hudson County, New Jersey!!Estimate","Census Tract 129, Hudson County, New Jersey!!Margin of Error","Census Tract 130, Hudson County, New Jersey!!Estimate","Census Tract 130, Hudson County, New Jersey!!Margin of Error","Census Tract 131, Hudson County, New Jersey!!Estimate","Census Tract 131, Hudson County, New Jersey!!Margin of Error","Census Tract 132, Hudson County, New Jersey!!Estimate","Census Tract 132, Hudson County, New Jersey!!Margin of Error","Census Tract 133, Hudson County, New Jersey!!Estimate","Census Tract 133, Hudson County, New Jersey!!Margin of Error","Census Tract 134, Hudson County, New Jersey!!Estimate","Census Tract 134, Hudson County, New Jersey!!Margin of Error","Census Tract 135, Hudson County, New Jersey!!Estimate","Census Tract 135, Hudson County, New Jersey!!Margin of Error","Census Tract 136, Hudson County, New Jersey!!Estimate","Census Tract 136, Hudson County, New Jersey!!Margin of Error","Census Tract 137, Hudson County, New Jersey!!Estimate","Census Tract 137, Hudson County, New Jersey!!Margin of Error","Census Tract 138, Hudson County, New Jersey!!Estimate","Census Tract 138, Hudson County, New Jersey!!Margin of Error","Census Tract 139, Hudson County, New Jersey!!Estimate","Census Tract 139, Hudson County, New Jersey!!Margin of Error","Census Tract 140, Hudson County, New Jersey!!Estimate","Census Tract 140, Hudson County, New Jersey!!Margin of Error","Census Tract 141.01, Hudson County, New Jersey!!Estimate","Census Tract 141.01, Hudson County, New Jersey!!Margin of Error","Census Tract 141.02, Hudson County, New Jersey!!Estimate","Census Tract 141.02, Hudson County, New Jersey!!Margin of Error","Census Tract 142, Hudson County, New Jersey!!Estimate","Census Tract 142, Hudson County, New Jersey!!Margin of Error","Census Tract 143, Hudson County, New Jersey!!Estimate","Census Tract 143, Hudson County, New Jersey!!Margin of Error","Census Tract 144.01, Hudson County, New Jersey!!Estimate","Census Tract 144.01, Hudson County, New Jersey!!Margin of Error","Census Tract 144.02, Hudson County, New Jersey!!Estimate","Census Tract 144.02, Hudson County, New Jersey!!Margin of Error","Census Tract 145.01, Hudson County, New Jersey!!Estimate","Census Tract 145.01, Hudson County, New Jersey!!Margin of Error","Census Tract 145.02, Hudson County, New Jersey!!Estimate","Census Tract 145.02, Hudson County, New Jersey!!Margin of Error","Census Tract 146, Hudson County, New Jersey!!Estimate","Census Tract 146, Hudson County, New Jersey!!Margin of Error","Census Tract 147, Hudson County, New Jersey!!Estimate","Census Tract 147, Hudson County, New Jersey!!Margin of Error","Census Tract 148.01, Hudson County, New Jersey!!Estimate","Census Tract 148.01, Hudson County, New Jersey!!Margin of Error","Census Tract 148.02, Hudson County, New Jersey!!Estimate","Census Tract 148.02, Hudson County, New Jersey!!Margin of Error","Census Tract 149, Hudson County, New Jersey!!Estimate","Census Tract 149, Hudson County, New Jersey!!Margin of Error","Census Tract 150.01, Hudson County, New Jersey!!Estimate","Census Tract 150.01, Hudson County, New Jersey!!Margin of Error","Census Tract 150.03, Hudson County, New Jersey!!Estimate","Census Tract 150.03, Hudson County, New Jersey!!Margin of Error","Census Tract 150.04, Hudson County, New Jersey!!Estimate","Census Tract 150.04, Hudson County, New Jersey!!Margin of Error","Census Tract 151, Hudson County, New Jersey!!Estimate","Census Tract 151, Hudson County, New Jersey!!Margin of Error","Census Tract 152.01, Hudson County, New Jersey!!Estimate","Census Tract 152.01, Hudson County, New Jersey!!Margin of Error","Census Tract 152.02, Hudson County, New Jersey!!Estimate","Census Tract 152.02, Hudson County, New Jersey!!Margin of Error","Census Tract 153, Hudson County, New Jersey!!Estimate","Census Tract 153, Hudson County, New Jersey!!Margin of Error","Census Tract 155, Hudson County, New Jersey!!Estimate","Census Tract 155, Hudson County, New Jersey!!Margin of Error","Census Tract 156, Hudson County, New Jersey!!Estimate","Census Tract 156, Hudson County, New Jersey!!Margin of Error","Census Tract 157, Hudson County, New Jersey!!Estimate","Census Tract 157, Hudson County, New Jersey!!Margin of Error","Census Tract 158.01, Hudson County, New Jersey!!Estimate","Census Tract 158.01, Hudson County, New Jersey!!Margin of Error","Census Tract 158.02, Hudson County, New Jersey!!Estimate","Census Tract 158.02, Hudson County, New Jersey!!Margin of Error","Census Tract 159, Hudson County, New Jersey!!Estimate","Census Tract 159, Hudson County, New Jersey!!Margin of Error","Census Tract 160, Hudson County, New Jersey!!Estimate","Census Tract 160, Hudson County, New Jersey!!Margin of Error","Census Tract 161, Hudson County, New Jersey!!Estimate","Census Tract 161, Hudson County, New Jersey!!Margin of Error","Census Tract 162, Hudson County, New Jersey!!Estimate","Census Tract 162, Hudson County, New Jersey!!Margin of Error","Census Tract 163, Hudson County, New Jersey!!Estimate","Census Tract 163, Hudson County, New Jersey!!Margin of Error","Census Tract 164, Hudson County, New Jersey!!Estimate","Census Tract 164, Hudson County, New Jersey!!Margin of Error","Census Tract 165, Hudson County, New Jersey!!Estimate","Census Tract 165, Hudson County, New Jersey!!Margin of Error","Census Tract 166, Hudson County, New Jersey!!Estimate","Census Tract 166, Hudson County, New Jersey!!Margin of Error","Census Tract 167, Hudson County, New Jersey!!Estimate","Census Tract 167, Hudson County, New Jersey!!Margin of Error","Census Tract 168, Hudson County, New Jersey!!Estimate","Census Tract 168, Hudson County, New Jersey!!Margin of Error","Census Tract 169, Hudson County, New Jersey!!Estimate","Census Tract 169, Hudson County, New Jersey!!Margin of Error","Census Tract 170, Hudson County, New Jersey!!Estimate","Census Tract 170, Hudson County, New Jersey!!Margin of Error","Census Tract 171, Hudson County, New Jersey!!Estimate","Census Tract 171, Hudson County, New Jersey!!Margin of Error","Census Tract 172, Hudson County, New Jersey!!Estimate","Census Tract 172, Hudson County, New Jersey!!Margin of Error","Census Tract 173, Hudson County, New Jersey!!Estimate","Census Tract 173, Hudson County, New Jersey!!Margin of Error","Census Tract 174, Hudson County, New Jersey!!Estimate","Census Tract 174, Hudson County, New Jersey!!Margin of Error","Census Tract 175, Hudson County, New Jersey!!Estimate","Census Tract 175, Hudson County, New Jersey!!Margin of Error","Census Tract 176, Hudson County, New Jersey!!Estimate","Census Tract 176, Hudson County, New Jersey!!Margin of Error","Census Tract 177, Hudson County, New Jersey!!Estimate","Census Tract 177, Hudson County, New Jersey!!Margin of Error","Census Tract 178, Hudson County, New Jersey!!Estimate","Census Tract 178, Hudson County, New Jersey!!Margin of Error","Census Tract 179, Hudson County, New Jersey!!Estimate","Census Tract 179, Hudson County, New Jersey!!Margin of Error","Census Tract 180, Hudson County, New Jersey!!Estimate","Census Tract 180, Hudson County, New Jersey!!Margin of Error","Census Tract 181, Hudson County, New Jersey!!Estimate","Census Tract 181, Hudson County, New Jersey!!Margin of Error","Census Tract 182, Hudson County, New Jersey!!Estimate","Census Tract 182, Hudson County, New Jersey!!Margin of Error","Census Tract 183.01, Hudson County, New Jersey!!Estimate","Census Tract 183.01, Hudson County, New Jersey!!Margin of Error","Census Tract 183.02, Hudson County, New Jersey!!Estimate","Census Tract 183.02, Hudson County, New Jersey!!Margin of Error","Census Tract 184.01, Hudson County, New Jersey!!Estimate","Census Tract 184.01, Hudson County, New Jersey!!Margin of Error","Census Tract 184.02, Hudson County, New Jersey!!Estimate","Census Tract 184.02, Hudson County, New Jersey!!Margin of Error","Census Tract 185.01, Hudson County, New Jersey!!Estimate","Census Tract 185.01, Hudson County, New Jersey!!Margin of Error","Census Tract 185.02, Hudson County, New Jersey!!Estimate","Census Tract 185.02, Hudson County, New Jersey!!Margin of Error","Census Tract 186, Hudson County, New Jersey!!Estimate","Census Tract 186, Hudson County, New Jersey!!Margin of Error","Census Tract 187.01, Hudson County, New Jersey!!Estimate","Census Tract 187.01, Hudson County, New Jersey!!Margin of Error","Census Tract 187.02, Hudson County, New Jersey!!Estimate","Census Tract 187.02, Hudson County, New Jersey!!Margin of Error","Census Tract 188, Hudson County, New Jersey!!Estimate","Census Tract 188, Hudson County, New Jersey!!Margin of Error","Census Tract 189, Hudson County, New Jersey!!Estimate","Census Tract 189, Hudson County, New Jersey!!Margin of Error","Census Tract 190, Hudson County, New Jersey!!Estimate","Census Tract 190, Hudson County, New Jersey!!Margin of Error","Census Tract 191, Hudson County, New Jersey!!Estimate","Census Tract 191, Hudson County, New Jersey!!Margin of Error","Census Tract 192, Hudson County, New Jersey!!Estimate","Census Tract 192, Hudson County, New Jersey!!Margin of Error","Census Tract 193, Hudson County, New Jersey!!Estimate","Census Tract 193, Hudson County, New Jersey!!Margin of Error","Census Tract 194, Hudson County, New Jersey!!Estimate","Census Tract 194, Hudson County, New Jersey!!Margin of Error","Census Tract 198, Hudson County, New Jersey!!Estimate","Census Tract 198, Hudson County, New Jersey!!Margin of Error","Census Tract 199, Hudson County, New Jersey!!Estimate","Census Tract 199, Hudson County, New Jersey!!Margin of Error","Census Tract 200, Hudson County, New Jersey!!Estimate","Census Tract 200, Hudson County, New Jersey!!Margin of Error","Census Tract 201, Hudson County, New Jersey!!Estimate","Census Tract 201, Hudson County, New Jersey!!Margin of Error","Census Tract 324, Hudson County, New Jersey!!Estimate","Census Tract 324, Hudson County, New Jersey!!Margin of Error","Census Tract 9801, Hudson County, New Jersey!!Estimate","Census Tract 9801, Hudson County, New Jersey!!Margin of Error"
"Median gross rent","1,659","±778","1,461","±165","1,314","±97","1,288","±145","1,492","±157","1,534","±157","1,189","±89","1,393","±112","1,515","±263","1,270","±185","1,284","±117","1,311","±157","1,374","±111","1,154","±176","1,595","±188","1,407","±68","1,449","±150","1,126","±110","1,486","±318","1,405","±96","1,278","±280","1,645","±140","1,959","±192","2,115","±314","1,326","±190","1,142","±146","1,207","±79","1,041","±98","2,015","±170","1,130","±106","1,730","±173","1,429","±156","1,211","±209","1,180","±284","1,065","±167","1,128","±116","1,220","±462","948","±149","1,318","±262","1,314","±175","1,828","±200","1,649","±116","1,460","±146","1,023","±95","1,304","±169","1,650","±507","1,095","±197","1,399","±137","1,117","±72","2,324","±220","1,273","±207","1,079","±150","1,123","±122","1,591","±199","1,204","±199","1,156","±258","1,152","±189","2,149","±136","957","±238","1,988","±299","622","±42","1,289","±266","-","**","915","±328","2,675","±95","1,189","±122","3,026","±1,059","2,817","±54","3,440","±180","2,245","±352","3,000","±118","3,208","±266","2,925","±120","3,156","±208","2,778","±222","2,092","±687","1,384","±40","1,361","±82","1,223","±171","1,720","±122","1,503","±189","-","**","1,466","±219","1,183","±141","1,180","±478","1,611","±105","1,069","±148","1,342","±106","1,346","±87","1,499","±185","1,210","±136","1,247","±120","1,225","±147","830","±192","1,191","±78","1,222","±527","1,210","±137","1,365","±82","1,293","±102","1,479","±144","1,440","±152","1,318","±120","1,275","±113","1,429","±75","1,300","±84","1,255","±104","1,358","±172","1,360","±67","1,313","±143","2,042","±80","2,014","±182","1,448","±95","1,787","±161","1,326","±134","1,565","±134","1,185","±140","1,734","±128","1,726","±147","1,522","±275","536","±169","2,115","±119","1,569","±104","1,306","±151","1,191","±460","1,490","±116","2,313","±165","1,559","±247","1,307","±95","1,532","±259","2,794","±218","1,455","±116","1,208","±95","1,337","±120","1,198","±93","1,493","±161","2,948","±156","1,080","±116","1,321","±65","1,232","±132","1,271","±154","1,157","±66","1,276","±173","1,380","±237","1,163","±98","1,153","±134","1,335","±106","1,292","±106","1,169","±131","1,249","±100","1,442","±202","1,218","±95","1,337","±87","1,107","±104","1,348","±65","1,333","±133","1,147","±87","1,194","±163","2,901","±141","1,359","±104","1,197","±76","1,718","±163","3,427","±131","3,460","±144","2,187","±717","2,788","±640","2,922","±140","1,664","±204","2,114","±149","2,204","±75","2,087","±344","1,932","±105","1,441","±78","1,546","±438","2,486","±280","2,454","±225","2,306","±390","1,703","±205","1,675","±305","1,484","±192","1,419","±116","2,690","±76","1,293","±168","-","**"
